raw_character_text,spoken_words
Homer Simpson,"Let's see...cartilage, cartilage, muscle, nerve!... artery...bullet."
Lisa Simpson,Dad?
Homer Simpson,"Pie Man is not your father, little girl. I... murdered your father."
Lisa Simpson,"Dad, please. It's obvious you're Pie Man. We've been getting his mail for weeks."
Homer Simpson,We shall continue this conversation in the pie cave.
,
Homer Simpson,"Watch it, one more step. Welcome to my secret lair."
Lisa Simpson,"Dad, this is the basement. Here's the iced tea I left down here this afternoon."
Homer Simpson,"So it would seem. Anyhoo, I'll bet this is all a pretty big surprise, huh? Mild-mannered Homer Simpson..."
Lisa Simpson,You're not mild-mannered. You're often liquored-up and rude.
Homer Simpson,Honorable men can differ. Now what brings you down here?
Lisa Simpson,"I want you to stop this, Dad. Before you get killed."
Homer Simpson,"All right, I'll stop. But what'll I do with these pies?"
Lisa Simpson,"Well, I know one thing you could do..."
Homer Simpson,"I was in so deep, I forgot pies were food."
Lisa Simpson,
,
C. Montgomery Burns,"Simpson, you're late, bald and stupid! I'm docking you a day's pay."
Homer Simpson,I'll show him.
Homer Simpson,"No, I shouldn't."
Homer Simpson,Or should I?
Homer Simpson,"I'll keep my promise, honey."
C. Montgomery Burns,No looking at pictures of loved ones!
Homer Simpson,
C. Montgomery Burns,No angry grumbling under your breath!
,
C. Montgomery Burns,Eat faster! Faster! Swallow on your own time!
Lenny Leonard,Won't someone help us?
Carl Carlson,Who will stand up for Carl and Lenny?
Pie #1,"Hey Homer, throw me at Mr. Burns!"
Pie #2,"No, throw me! I'm old and stale... I might just kill him!"
Cake,"Don't do it, Homer! You made a promise to Lisa!"
Homer Simpson,Since when do I listen to cakes?
Pie #3,"Tell you what, Homer -- you make one last hit, then you're out of the business forever. Lisa would understand."
Homer Simpson,You're all so wise... I wish I could eat each and every one of you.
Pies,"/ Aw, we wish you could eat us, too."
,
Lenny Leonard,Hey!
C. Montgomery Burns,"Attention: while you've been showering here, I sold all your clothes."
Workers,
Carl Carlson,Again?
Homer Simpson,I've run out of pie-related puns!
C. Montgomery Burns,
,
Waylon Smithers,"He won't escape, sir."
C. Montgomery Burns,"Behold, Smithers, your so-called Messiah."
Waylon Smithers,"Sir, I never..."
Homer Simpson,
C. Montgomery Burns,To the employee prison!
Homer Simpson,
C. Montgomery Burns,"Now, let's see what we have here..."
Homer Simpson,
,
C. Montgomery Burns,"Simpson! You'll rue the day you took that pie tin, poked holes for eyes, and attached a rubber band around the back!"
Homer Simpson,"It's not a rubber band, it's a scrunchie!"
C. Montgomery Burns,Silence! Or I'll chop you into suet for my murderous gerbils and hamsters.
C. Montgomery Burns,"Wait, I have a better idea. You'll work for me now."
Homer Simpson,I already work for you.
C. Montgomery Burns,"In addition to working in your normal capacity at the plant, you will also serve as my personal hit man."
Homer Simpson,Do I get two paychecks?
C. Montgomery Burns,No.
Homer Simpson,
C. Montgomery Burns,Here's your first assignment. To prove your loyalty.
,
Homer Simpson,But I promised my daughter--
C. Montgomery Burns,Do as I say or I'll tell the police. You'll do so much community service.
Homer Simpson,Nooo! Not community service -- I can't stand helping others! I just can't!
C. Montgomery Burns,Now open the folder. It contains your next victim.
Homer Simpson,"No, not him! Anyone but him! I've had my problems with him. Everyone has. But like every monster, he just wants to be loved."
Homer Simpson,
C. Montgomery Burns,Come on! It's cobblering time!
,
Homer Simpson,I can't sleep. I keep thinking about the Pie Man.
Marge Simpson,"Oh, me too..."
Homer Simpson,"What if he started pieing good people? Not because he wanted to, but because he was being blackmailed by his boss?"
Marge Simpson,Homie... are you the Pie Man?
Homer Simpson,"No, I'm not. And here's a picture that proves it."
Homer Simpson,See...
Marge Simpson,"Well, whoever he is, the Pie Man would never cave in to blackmail."
Marge Simpson,"Now, on a different subject, kiss me hard."
Homer Simpson,You know I'm not Pie Man.
Marge Simpson,I don't care.
,
Girl Scout,Girl Scout cookies!
Homer Simpson,"Oh come on, she's a little girl."
C. Montgomery Burns,"Grow a spine on your own time, Blimpo."
C. Montgomery Burns,"Just one second, sweetheart."
C. Montgomery Burns,"Now pie that Brownie, fruitcake!"
Homer Simpson,Sorry.
,
Old Lady,"Sir, my baby wants to play patty-cake. Now."
C. Montgomery Burns,Ga-ga. Goo-goo. Your assignment.
Homer Simpson,The Dalai Lama!
C. Montgomery Burns,"That's right. All his talk of peace and love is really honking off my red Chinese masters. Now Smithers, walk me around the park until I fall asleep. I'm feeling fussy."
,
Lisa Simpson,"As Springfield's youngest Buddhist, I am deeply honored to introduce the Dalai Lama."
Homer Simpson,I can't do this in front of Lisa. Why does she have to believe in things?
C. Montgomery Burns,You have no choice. Pie him or I'll reveal your secret to the world!
Lisa Simpson,"And now please welcome the Elvis of Enlightenment... the lean, serene, chanting machine: the Dalai Lama!"
Dalai Lama,"Greetings, fellow travelers on the path to enlightenment."
Audience,
Homer Simpson,"Please forgive me, talking llama."
Lisa Simpson,"No, Pie Man! Don't do it!"
Bart Simpson,"C'mon, Pie Man, hit him! That's the only reason anyone came to this stupid thing!"
Homer Simpson,No. I won't. There's only one way I can escape from this nightmare.
Dalai Lama,Homer Simpson! It was him all along.
Apu Nahasapeemapetilon,Homer Simpson is the Pie Man? Impossible. He's never thrown away a pastry in his life.
Audience,
Sideshow Mel,His brain isn't large enough to juggle two contrasting personae!
Moe Szyslak,"Yeah, and Homer's a dumbass! No offense, Homer. Ya dumbass."
Homer Simpson,"I'm telling you, I'm the Pie Man!"
Carl Carlson,No you're not. The Pie Man could fly.
Lenny Leonard,And spit acid!
Carl Carlson,And animals did his bidding!
Audience,
Chief Wiggum,"Well, that closes the book on the Pie Man."
Lou,Wait a minute.
Chief Wiggum,What?
Lou,"If it wasn't Simpson, who was it?"
Chief Wiggum,It's gonna be you if you don't shut up.
Lisa Simpson,"Dad, I think you created a hero that even you couldn't live up to."
Homer Simpson,"Yeah. Let's go home, honey."
Dalai Lama,"On to my next engagement: Buffalo, New York!"
,
Marge Simpson,"I know one person who believes you were the Pie Man, Homie... me. I've known it all along."
Homer Simpson,Was it the kiss?
Marge Simpson,"No, it was clearly you in that suit. You'd have to be an idiot not to see it from the start."
Marge Simpson,"So... Pie Man, why don't you show me your superpowers? Pie Man?"
Homer Simpson,"Wherever injustice shows its ugly face, I will be there! For I am the Pie Man!"
Bart Simpson,"And wherever Pie Man is, the Cupcake Kid will not be far behind."
Marge Simpson,"While you two are up on the roof, why don't you take the leaves out of the gutter!"
Bart Simpson,
,
Milhouse Van Houten,"I don't understand this game, Bart. How come we have to rake your lawn, while you just get to sit there?"
Bart Simpson,"Because I'm ""it."""
Bart Simpson,"Now, whoever finishes first gets a lemonade..."
Milhouse Van Houten,Yay!
Bart Simpson,...for me.
Milhouse Van Houten,"Later, when we wash his bike, I'm not gonna do a good job."
Ralph Wiggum,I'm telling Mr. Bart!
Milhouse Van Houten,Shhh!
Sherri Mackleberry,"Hey, guys."
Bart Simpson,Uh-oh. Girls. You guys need your cootie shots.
Milhouse Van Houten,"Well, I hate this job, but I love the health plan."
Bart Simpson,"Okay, ladies. Don't you have a poodle to dress up?"
Terri Mackleberry,"Fine, we'll go. We'll find some other way to entertain our boy-crazy cousin who thinks you're cute."
Bart Simpson,I wouldn't mind pushin' that in the mud.
,
,
Homer Simpson,Homer drunk... but how? Hmmm...
,
Milhouse Van Houten,"'Round and 'round the bottle twirls, I hope it stops on one of the girls."
Milhouse Van Houten,I hope you like the taste of ringworm medicine.
Milhouse Van Houten,
Homer Simpson,"Eww! I kissed that sad, weird kid!"
Homer Simpson,My beer! You never had a chance to become my urine! Why you little...
Milhouse Van Houten,My first kiss...
,
Marge Simpson,"Stop it, Homer! There's only one way to settle this -- in Simpson family court."
Bart Simpson,What the hell's that?
Marge Simpson,I got the idea from a now-discredited book on raising children.
Lisa Simpson,"Now up, the case of Simpson v. Simpson."
Homer Simpson,"Mr. Simpson, do you think it's appropriate for a ten-year-old boy to steal a beer with intent to kiss?"
Bart Simpson,Do you think it was appropriate to bet against your son's little league team?
Homer Simpson,Permission to treat this witness as hostile.
Bart Simpson,"Homer, I'll bet when you were ten you were stealing beers, kissin' girls and tippin' dinosaurs."
Marge Simpson,Your father's first kiss was in high school -- with me.
Homer Simpson,"Actually, Marge... uh... there uh, was someone before you."
Marge Simpson,
Homer Simpson,"It was years ago, when I was ten. Back in the '60s, or '50s, or maybe it was the early '70s..."
,
10-Year-Old Homer,Underprivileged? You pretended we were poor just to get me into camp?
Grampa Simpson,"Uh, yeah, pretended."
,
10-Year-Old Lenny,"Hey, you must be Homer! I'm Lenny, and this is Carl."
10-Year-Old Homer,"Wow, a Negro!"
10-Year-Old Carl,"We prefer the term ""black."""
10-Year-Old Homer,So cool.
Moe Szyslak,"Heya, fellas! I'm Moe. I'm your junior counselor."
T.J.,"Moe's not really a counselor. His parents dropped him off here like, two years ago and they never came back for him."
Moe Szyslak,I sleep under upside-down canoes.
,
T.J.,"That's the girls' camp, right over there."
Girls,
Boys,
10-Year-Old Homer,I can't wait to meet the girls!
Boys,Whaa?!
Moe Szyslak,"That's right, you're workin' in the kitchen. That's how our camp pays the bills."
10-Year-Old Carl,"What bills? We got no water, no heat... we catch our own breakfast..."
Moe Szyslak,Twelve kids died at our camp. We need the money to pay lawyers.
,
,
Homer Simpson,I thought we were gonna play fun games at camp.
Moe Szyslak,"Oh, here's one."
Moe Szyslak,"It's called ""Stay Outta My Way."" Idiot."
Girl,"Oh, no! My retainer!"
10-Year-Old Homer,I got it!
10-Year-Old Homer,"Ooo la la, a girl with teeth. Me like!"
Girl,"Oh, thank you! You sound so sweet."
10-Year-Old Homer,That's 'cause I've eaten sixteen pieces of pie.
10-Year-Old Homer,
Girl,
10-Year-Old Homer,"You know, doing dishes has been the best part of camp."
Girl,Really? Why?
10-Year-Old Homer,Because I talked to you.
Girl,
,
10-Year-Old Homer,I couldn't see her through the flaps. But she's my kinda girl...
10-Year-Old Lenny,Tell us more about the flaps.
10-Year-Old Homer,"To me they were the rubbery gates of heaven, because behind them was the girl of my dreams."
10-Year-Old Carl,"Oh man, some day love will come slidin' down my chute."
10-Year-Old Homer,"Well, I can ask if she has any friends, 'cause she wants to meet me tonight."
10-Year-Old Lenny,Way to go.
10-Year-Old Carl,Outta sight!
10-Year-Old Lenny,"Now Homer, if you're gonna go, you'd better take some protection."
10-Year-Old Homer,"Ooh, a switchblade. I see the switch, but where's the blade?"
10-Year-Old Homer,Found it.
,
10-Year-Old Homer,An eye patch? But I've got a date tonight!
Moe Szyslak,"Don't worry, chicks love that kind of thing -- patches, scars, stumps... Everything but zits."
,
10-Year-Old Homer,"All right, how should I get there?"
10-Year-Old Homer,"Hm, I guess it's row versus wade. And it's my right to choose."
Captain Horatio McCallister,Are ye lookin' to cross the lake which separates ye from she?
10-Year-Old Homer,Who are you?
Captain Horatio McCallister,"The sailing instruct-arrr! And on movie night I run the project-arrr! Only P.G., nothin' R. Yarrr."
,
Homer Simpson,I couldn't believe my eye.
,
Homer Simpson,"She was the prettiest girl I'd ever seen. Uh... until I met your mother, who made that girl look like a Godzilla made of garbage."
Marge Simpson,"Homer, that girl was me!"
Lisa Simpson,
Lisa Simpson,How romantic. You and Dad were drawn to each other as kids and you didn't even realize it.
Marge Simpson,"Yes... and then your father broke my heart. And if I'd known he was you, I never would have married you!"
Homer Simpson,"Oh, this is so confusing. I'd like a brief recess."
Lisa Simpson,Granted.
Homer Simpson,Whee! Recess!
Homer Simpson,
Bart Simpson,"Let me get this straight. When you were my age, you had the hots for Mom and didn't even know it? That's cool. Or is it lame? I guess I'll go with lame. You're lame."
Homer Simpson,Why? Because I only kissed one girl in my whole life? That's still one more than you.
Bart Simpson,I've kissed three girls.
Homer Simpson,I'm so lame!
Marge Simpson,You're not gonna be kissing anybody for a while.
Homer Simpson,"Well, that stinks. But I still get to kiss you, right?"
Marge Simpson,
Lisa Simpson,"Mom, why are you so mad?"
Marge Simpson,"I'll start from the beginning. The girls' camp was focused on teaching etiquette and deportment. Now that I've captured your interest, let me continue..."
